MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
30,3,60.0,113,1,0,3,3,0,0,2,17,2,2,0,2,5,6,25,18,1,1,8,8,3,0,3,4,0,4,4,4,6,0,6,0,616,322,1,0,1,5,292,0,0,144,0,0,1,0,2,1,3,2,6,0,0,6,54,3,1,66,5,5,2,0,0,38,0,0,0,0,0,0,0,11,0,8,0
50,4,51.0,138,1,0,3,3,0,0,0,3,2,2,0,0,5,6,39,0,1,1,13,14,3,0,3,1,0,4,4,4,6,0,6,0,560,219,1,4,1,5,287,46,0,423,0,0,1,1,3,1,3,3,6,0,0,6,81,3,2,240,5,5,2,53,0,0,0,0,0,0,3,0,0,3,3,8,4
20,3,54.0,903,1,0,0,3,0,4,0,23,2,2,0,2,6,6,88,37,1,1,6,6,2,37,3,4,1,3,2,4,3,980,4,4,33,349,1,2,1,5,340,0,0,187,1,0,2,0,2,1,2,3,6,1,5,2,73,3,2,222,5,5,2,64,0,0,0,0,0,0,0,0,0,6,0,8,4
30,4,50.0,135,1,0,3,3,0,4,0,3,2,2,0,2,5,7,25,0,1,1,13,15,3,0,3,4,1,4,4,4,4,616,6,0,0,47,1,2,1,5,21,0,0,5,0,0,1,0,2,1,3,2,6,0,0,6,9,3,1,9,5,5,2,0,0,46,0,0,0,0,0,0,0,5,0,8,4
20,3,57.0,155,1,0,0,3,0,4,0,7,2,2,0,2,5,7,53,2,1,1,13,14,3,0,3,4,2,1,2,3,4,210,1,103,123,261,1,1,1,1,349,0,0,195,0,1,1,0,2,1,3,4,6,0,0,6,38,3,1,56,5,5,2,0,0,0,0,0,0,0,0,0,0,8,0,8,4
20,3,65.0,327,1,0,3,3,0,4,0,19,5,2,0,2,5,8,66,59,1,1,8,8,3,0,3,2,1,4,4,4,3,553,2,16,127,201,1,0,1,5,159,0,0,61,1,0,1,0,3,1,3,3,6,1,3,6,59,3,1,70,5,5,2,242,122,0,0,0,0,0,3,0,0,3,4,8,4
120,1,59.0,76,1,2,1,3,0,4,0,21,2,2,4,2,7,5,105,54,1,1,8,8,3,0,2,4,2,3,4,3,3,16,6,0,700,507,1,0,1,5,497,0,0,335,0,0,2,0,2,1,2,3,6,0,0,2,90,2,2,207,5,5,2,88,131,0,0,0,0,0,0,0,0,6,2,8,4
20,3,85.0,927,1,0,3,3,0,4,0,23,2,2,0,2,8,5,103,52,3,1,12,13,2,294,2,4,2,1,4,2,3,1274,6,0,338,661,1,0,1,5,679,0,0,578,1,0,2,0,3,1,2,5,6,1,3,2,88,1,3,346,5,5,2,174,65,0,0,0,0,0,0,0,0,4,0,8,4
20,3,80.0,498,1,0,3,3,0,4,0,14,2,2,0,2,7,5,70,19,3,1,6,6,2,110,3,4,1,4,4,4,6,0,6,0,648,385,1,4,1,5,362,0,0,203,0,0,1,1,3,1,3,4,6,0,0,2,55,3,2,205,5,5,2,0,0,0,0,0,0,0,0,0,0,6,0,0,4
60,3,82.0,821,1,0,0,3,0,4,0,22,2,2,0,5,8,5,107,56,3,1,12,13,2,264,0,4,2,1,2,4,6,0,6,0,664,422,1,0,1,5,428,388,0,806,0,0,2,1,4,1,0,8,6,1,3,4,92,1,3,295,5,5,2,204,84,0,0,0,0,0,0,0,0,6,0,6,5
190,4,76.0,238,1,0,3,3,0,4,0,17,1,2,1,5,5,9,9,46,1,1,13,14,3,0,3,2,0,3,4,4,6,0,6,0,223,7,1,2,1,5,260,193,0,584,0,0,2,0,4,2,2,6,6,1,4,6,85,3,2,300,5,5,0,213,0,10,0,0,0,0,3,0,0,4,4,8,4
20,3,70.0,320,1,0,3,3,0,4,0,5,2,2,0,2,7,5,105,55,1,1,12,13,2,64,2,4,2,3,4,1,3,712,6,0,473,544,1,0,1,5,540,0,0,387,1,0,2,0,3,1,2,5,6,0,0,2,90,2,2,259,5,5,2,0,24,0,5,0,0,0,0,0,0,4,4,8,4
190,4,70.0,119,1,0,3,3,0,4,0,9,2,2,1,5,4,5,34,0,3,1,12,15,3,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,5,1,160,0,153,0,0,2,0,3,2,1,5,4,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,6,4,8,4
20,3,0.0,1069,1,0,1,2,0,1,2,4,2,2,0,2,7,5,72,52,1,1,9,10,4,222,3,4,1,3,4,2,3,1219,6,0,269,619,1,4,1,5,683,0,0,587,1,0,2,0,2,1,2,3,6,2,5,2,57,3,2,334,5,5,2,229,36,0,0,0,0,0,0,0,0,5,1,8,4
120,3,48.0,145,1,0,3,3,0,4,0,16,2,2,4,2,8,5,107,56,3,1,8,8,2,117,2,4,2,3,4,4,3,863,6,0,296,475,1,0,1,5,463,0,0,293,1,0,2,0,2,1,2,4,6,1,3,2,92,1,2,221,5,5,2,118,26,0,0,0,0,0,0,0,0,11,3,8,4
60,3,65.0,411,1,0,0,3,0,4,0,8,2,2,0,5,7,5,108,57,3,1,12,13,3,0,2,4,2,3,4,1,6,0,6,0,452,102,1,0,1,5,55,163,0,368,0,0,2,1,3,1,2,6,6,1,3,2,93,1,2,101,5,5,2,46,14,0,0,0,0,0,0,0,0,6,1,6,5
20,3,0.0,199,1,0,0,3,0,4,0,19,2,2,0,2,5,7,67,16,1,1,6,6,1,17,3,4,2,4,4,4,6,0,6,0,535,192,1,4,1,5,166,0,0,66,0,0,1,0,3,1,3,4,6,0,0,2,52,3,1,107,5,5,2,0,0,0,0,0,0,0,3,0,0,11,2,8,0
30,3,56.0,69,1,0,0,3,0,4,0,3,2,2,0,2,3,6,38,53,1,1,12,13,3,0,2,4,1,4,4,4,6,0,6,0,158,4,1,2,1,5,56,0,0,14,0,0,1,0,2,1,3,3,1,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,4
50,0,66.0,357,1,2,3,1,0,4,1,9,2,2,0,0,4,7,9,0,1,1,8,8,3,0,3,4,4,4,4,3,6,0,6,0,526,181,1,2,1,5,136,14,0,209,0,0,1,0,2,1,3,5,6,0,0,6,50,2,1,91,5,5,0,27,0,32,0,0,0,0,0,0,0,0,4,8,0
120,3,40.0,88,1,0,0,1,0,4,0,22,2,2,4,2,8,5,89,39,1,1,6,6,3,0,2,4,2,3,4,3,3,767,6,0,296,420,1,2,1,5,405,0,0,238,1,0,2,0,2,1,2,3,6,1,3,2,74,1,2,158,5,5,2,97,101,0,0,0,0,0,0,0,0,9,2,8,4
190,3,60.0,527,1,0,3,3,0,4,0,3,6,2,1,2,4,5,71,20,1,1,6,6,2,102,3,4,1,4,4,1,1,789,6,0,89,244,2,4,0,5,207,0,0,91,1,0,1,0,3,1,3,4,6,0,0,6,56,3,2,240,5,5,2,0,189,0,0,0,0,0,0,0,0,4,0,8,4
60,3,0.0,884,1,0,0,3,0,1,0,19,5,2,0,5,6,8,77,55,1,1,6,10,2,189,2,4,1,4,4,4,3,533,6,0,106,100,1,0,1,5,54,178,0,384,0,0,2,1,3,1,2,4,6,0,0,2,62,2,2,161,5,5,2,0,32,0,0,0,0,0,0,0,0,2,4,8,4
20,3,78.0,557,1,0,3,3,0,4,0,14,2,2,0,2,6,5,75,24,3,1,6,6,2,115,3,4,1,3,4,4,6,0,6,0,613,317,1,4,1,5,477,0,0,309,0,0,2,0,3,1,3,5,6,1,5,2,60,2,2,164,5,5,2,0,0,0,0,0,0,0,3,0,0,7,3,8,4
70,4,60.0,651,1,1,3,0,0,4,0,17,2,2,0,5,7,8,5,48,1,1,13,13,3,0,3,2,0,4,4,4,6,0,6,0,445,96,1,0,1,5,592,294,0,803,0,0,1,1,3,1,3,6,6,0,0,6,82,3,2,319,5,5,1,0,36,53,0,0,0,0,0,0,0,6,1,8,4
20,3,80.0,541,1,0,3,3,0,4,0,14,2,2,0,2,5,6,74,50,1,1,6,6,3,0,3,4,1,3,4,4,2,1084,6,0,33,388,1,2,1,5,371,0,0,209,0,1,1,1,3,1,2,3,6,1,2,2,59,3,2,132,5,5,2,142,0,0,0,0,0,0,3,0,0,10,2,8,4
60,3,96.0,613,1,0,3,3,0,4,0,15,2,2,0,5,7,5,94,44,3,1,13,7,2,298,2,4,2,3,4,2,3,1173,6,0,66,470,1,0,1,5,464,332,0,784,1,0,2,1,3,1,2,7,6,1,5,2,79,2,3,425,5,5,2,160,128,88,0,0,0,0,0,0,0,7,2,8,4
20,3,69.0,531,1,0,0,3,0,4,0,5,2,2,0,2,5,6,70,19,1,1,6,10,3,0,3,4,1,3,4,2,1,523,6,0,287,253,1,4,1,5,217,0,0,97,0,0,1,1,3,1,3,3,6,1,4,2,55,3,1,50,5,5,2,0,0,0,0,0,0,0,0,0,0,4,0,8,4
120,3,0.0,158,1,0,0,2,0,1,1,22,2,2,0,2,8,5,86,35,1,1,6,6,3,0,2,4,2,3,4,2,3,1148,6,0,377,651,1,4,1,5,667,0,0,551,1,0,2,0,2,1,2,3,6,1,5,2,71,2,2,230,5,5,2,55,18,96,0,0,0,0,0,0,0,11,0,8,4
120,4,0.0,80,1,0,3,3,0,4,0,5,2,2,4,2,6,5,105,54,1,1,12,13,2,111,2,4,2,3,4,1,3,662,6,0,100,174,1,0,1,5,129,0,0,45,1,0,1,0,1,1,2,1,6,0,0,2,90,2,2,115,5,5,2,91,0,0,0,0,0,0,0,0,0,4,4,8,4
20,3,70.0,289,1,0,3,3,0,4,0,12,2,2,0,2,4,7,71,20,1,1,8,8,3,0,3,2,1,4,4,4,1,191,6,0,420,185,1,0,1,5,139,0,0,50,0,0,1,0,3,1,3,3,6,0,0,6,80,3,2,152,5,5,2,0,0,0,0,0,0,0,0,0,0,6,3,8,4
50,3,60.0,296,1,0,3,3,0,4,0,7,2,2,0,0,4,6,55,22,1,1,8,8,3,0,3,4,2,4,4,4,6,0,6,0,567,229,1,0,1,5,237,47,0,375,0,0,2,0,4,1,3,5,6,0,0,6,44,3,1,220,5,5,2,0,0,0,0,27,0,0,0,0,0,4,2,8,4
20,3,86.0,870,1,0,0,3,0,4,0,7,2,2,0,2,9,5,108,58,3,1,5,5,4,217,0,4,2,1,4,4,3,1234,6,0,299,636,1,0,1,5,646,0,0,522,1,0,2,0,3,1,0,6,6,1,3,2,93,1,3,348,5,5,2,207,52,0,0,0,0,0,0,0,0,1,3,8,4
20,3,60.0,177,1,0,3,3,0,4,0,12,2,2,0,2,4,6,71,20,1,1,6,10,3,0,3,4,1,4,4,4,1,375,2,51,145,185,1,4,1,5,139,0,0,50,0,0,1,0,3,1,2,3,6,0,0,6,75,3,2,291,5,5,2,43,0,0,0,0,0,0,0,3,6,10,3,8,4
20,3,0.0,1030,1,0,0,3,0,0,0,6,2,2,0,2,6,9,89,57,3,1,13,10,2,171,2,2,1,3,4,4,3,808,6,0,19,194,1,0,1,5,637,0,0,509,1,0,2,0,3,1,2,3,6,1,3,2,74,1,2,214,5,5,2,183,32,0,10,0,0,0,0,0,0,11,3,8,4
20,3,64.0,212,1,0,3,3,0,4,0,5,2,2,0,2,7,5,108,57,1,1,12,13,4,43,2,4,2,3,4,1,3,724,6,0,328,421,1,0,1,5,407,0,0,241,1,0,2,0,2,1,2,4,6,0,0,2,93,2,2,280,5,5,2,68,0,0,0,0,0,0,0,0,0,1,3,8,4
90,3,85.0,730,1,0,3,3,0,0,0,12,2,2,2,2,5,5,59,8,1,1,12,13,2,52,3,4,1,4,4,4,6,0,6,0,739,596,1,4,1,5,673,0,0,567,1,0,2,0,4,2,3,7,6,0,0,6,54,3,3,407,5,5,2,0,15,0,0,0,0,0,0,0,0,6,3,0,0
30,4,52.0,145,1,1,3,3,0,4,0,9,2,2,0,0,4,5,29,0,1,1,8,8,3,0,3,4,1,4,4,4,2,152,6,0,396,130,1,4,1,1,129,0,9,224,0,0,1,0,2,1,3,3,6,0,0,6,48,3,2,213,5,5,2,0,13,38,0,0,0,0,0,0,0,0,3,8,4
120,3,39.0,111,1,0,0,3,0,4,0,22,2,2,4,2,8,5,96,46,1,1,5,5,3,0,2,4,2,3,4,4,3,1180,6,0,263,600,1,0,1,5,606,0,0,469,1,0,2,0,2,1,2,3,6,1,5,2,81,2,2,260,5,5,2,151,127,0,0,0,0,0,0,0,0,2,4,8,4
80,3,73.0,496,1,0,0,3,0,0,0,23,2,2,0,7,7,5,104,53,1,1,12,13,2,255,2,4,2,1,4,1,3,786,6,0,27,187,1,0,1,5,348,0,0,194,1,0,2,0,3,1,2,4,6,1,3,2,89,1,2,131,5,5,2,91,12,0,0,0,0,0,0,0,0,4,1,8,4
60,3,75.0,720,1,0,0,3,0,4,0,5,2,2,0,5,7,5,99,49,1,1,12,13,2,130,2,4,2,3,4,1,1,252,6,0,548,376,1,0,1,5,353,248,0,682,0,0,2,1,3,1,2,6,6,1,5,2,84,1,2,215,5,5,2,118,70,0,0,0,0,0,0,0,0,6,2,8,4
20,3,80.0,541,1,0,3,3,0,0,0,19,1,2,0,2,5,6,62,33,3,1,6,6,3,0,3,4,1,4,4,4,2,594,6,0,158,185,1,0,1,5,346,0,0,192,1,0,1,0,3,1,3,4,6,1,5,2,47,2,1,30,5,5,2,95,0,0,0,0,0,0,2,3,3,2,3,8,4
20,3,0.0,406,1,0,0,3,0,0,0,19,2,2,0,2,5,5,69,18,1,1,9,10,3,0,3,4,2,4,4,4,6,0,6,0,568,234,1,4,1,5,196,0,0,84,0,0,1,0,3,1,3,4,6,0,0,2,54,3,1,50,5,5,2,81,0,0,0,0,0,0,0,0,0,4,1,8,3
75,4,60.0,651,1,0,3,3,0,4,0,17,2,2,0,4,7,7,18,20,1,1,13,14,3,0,3,4,0,3,4,3,5,390,6,0,318,194,2,1,0,5,149,257,0,563,0,0,1,1,2,1,3,4,6,2,5,6,4,3,2,62,5,5,0,0,195,0,0,0,0,0,0,0,0,9,0,8,4
90,3,60.0,345,1,0,3,3,0,4,0,12,2,2,2,2,3,4,51,0,1,1,11,11,3,0,3,4,1,0,0,0,0,0,0,0,0,0,1,2,0,2,266,0,0,125,0,0,2,0,2,2,3,4,6,0,0,6,35,3,2,101,5,5,2,0,0,0,0,0,0,0,0,0,0,6,0,8,4
60,3,72.0,606,1,0,0,1,0,1,0,8,2,2,0,5,8,5,106,55,1,1,12,13,3,0,2,4,2,3,4,4,6,0,6,0,544,200,1,0,1,5,164,262,0,579,0,0,2,1,3,1,2,6,6,1,3,2,91,1,3,362,5,5,2,0,97,0,0,0,0,0,0,0,0,5,0,8,4
90,3,60.0,651,1,0,3,3,0,4,0,7,2,2,2,2,5,5,88,38,1,1,9,10,3,0,3,4,1,3,2,2,3,1200,6,0,0,401,1,4,1,5,385,0,0,221,3,0,3,0,3,1,3,3,6,0,0,0,129,0,0,0,0,0,2,59,0,0,0,0,0,0,0,0,0,2,3,8,2
60,3,65.0,455,1,0,0,3,0,4,0,5,2,2,0,5,7,5,105,54,1,1,12,13,3,0,2,4,2,3,4,4,6,0,6,0,530,185,1,0,1,5,139,238,0,544,0,0,2,1,3,1,2,5,6,0,0,2,90,2,2,236,5,5,2,115,44,0,0,0,0,0,0,0,0,3,3,8,4
70,4,60.0,498,1,1,3,3,0,4,0,17,2,2,0,5,5,7,14,52,1,1,13,15,3,0,3,2,0,2,1,4,6,0,6,0,155,3,1,0,1,5,76,126,0,357,0,0,2,0,2,1,3,5,6,0,0,6,3,3,2,79,5,3,2,174,0,38,0,0,0,0,1,0,0,4,1,8,0
20,3,65.0,163,1,0,0,3,0,4,0,19,1,2,0,2,6,8,62,46,3,1,6,6,3,0,3,2,1,4,4,3,3,832,6,0,25,209,1,2,1,5,172,0,0,69,1,1,1,0,3,1,2,3,6,0,0,6,48,3,1,43,5,5,2,97,0,0,0,0,0,0,1,0,0,4,2,8,4
20,3,65.0,327,1,0,3,3,0,4,0,20,2,2,0,2,7,5,101,51,1,1,12,13,2,63,3,4,2,3,4,4,6,0,6,0,690,485,1,0,1,5,476,0,0,308,0,0,2,0,3,1,3,4,6,0,0,2,86,3,2,213,5,5,2,59,43,0,0,0,0,0,1,0,0,11,1,8,4
80,3,70.0,847,1,0,0,3,0,4,0,19,2,2,0,7,5,6,64,49,1,1,6,6,3,0,3,4,1,3,4,1,1,444,6,0,22,21,1,0,1,5,529,0,0,371,0,1,2,0,3,1,3,4,3,1,5,2,83,2,2,166,5,5,2,190,0,0,0,9,0,0,0,0,0,9,3,8,4
120,3,41.0,112,1,0,0,1,0,4,0,22,2,2,4,2,8,5,94,43,1,1,6,6,3,0,2,4,2,3,4,4,3,733,6,0,384,479,1,2,1,5,470,0,0,298,1,0,2,0,2,1,2,3,6,1,5,2,79,2,2,151,5,5,2,43,0,22,8,0,0,0,0,0,0,9,2,8,4
60,3,0.0,403,1,0,0,3,0,4,0,14,2,2,0,5,8,9,77,46,3,1,12,13,2,189,0,2,1,4,2,4,3,575,1,8,316,367,1,0,1,5,370,410,0,827,0,1,3,1,4,1,2,9,6,2,5,4,80,1,2,376,5,5,2,0,156,0,0,0,0,0,0,0,0,6,2,8,4
60,3,0.0,377,1,0,0,3,0,4,0,8,2,2,0,5,7,5,101,50,1,1,12,13,3,0,2,4,2,3,4,4,3,300,6,0,409,237,1,0,1,5,224,381,0,748,0,0,2,1,4,1,2,6,6,1,5,4,86,1,2,224,5,5,2,142,42,0,0,0,0,0,0,0,0,3,3,8,4
70,4,65.0,747,1,2,0,3,0,0,0,17,2,2,0,5,7,7,2,53,4,1,11,12,3,0,2,4,4,4,1,4,6,0,6,0,666,425,2,4,0,5,462,389,0,819,0,0,1,1,4,1,2,6,6,1,3,6,36,3,4,396,5,5,0,109,0,118,0,0,0,0,0,0,0,4,3,8,4
20,3,59.0,619,1,0,0,3,0,4,0,15,2,2,0,2,7,5,97,46,3,1,12,13,2,216,2,4,2,3,4,4,3,919,6,0,501,645,1,0,1,5,660,0,0,539,1,0,2,0,3,1,2,5,6,1,5,2,82,1,2,204,5,5,2,154,44,58,0,0,0,0,0,0,0,2,4,8,4
50,3,50.0,322,1,0,3,3,0,4,0,7,2,2,0,0,4,3,46,0,1,1,14,15,3,0,3,4,3,0,0,0,0,0,0,0,0,0,5,4,0,2,302,35,0,417,0,0,2,0,4,1,3,7,4,0,0,6,31,3,1,19,5,5,0,41,0,74,0,0,0,0,0,0,0,3,3,8,4
50,4,55.0,378,1,1,3,3,0,0,0,17,2,2,0,0,4,7,14,54,1,1,13,14,3,0,3,4,0,4,1,4,6,0,6,0,369,38,1,2,1,5,91,18,0,189,0,0,1,0,3,1,3,5,3,0,0,0,131,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,5,4,8,4
60,3,0.0,249,1,0,3,3,0,4,0,8,6,2,0,5,7,5,104,53,1,1,12,13,3,0,2,4,2,3,4,4,6,0,6,0,412,66,1,0,1,5,28,124,0,291,0,0,2,1,3,1,2,4,6,0,0,2,89,1,2,101,5,5,2,0,36,0,0,0,0,0,0,0,0,7,1,8,4
20,3,79.0,442,1,0,0,3,0,4,0,5,2,2,0,2,6,5,98,47,1,1,12,13,3,0,3,2,2,3,4,2,3,1200,6,0,164,549,1,0,1,5,545,0,0,393,1,0,2,0,3,1,2,4,6,0,0,2,83,2,2,240,5,5,2,97,17,0,0,0,0,0,0,0,0,6,0,8,4
60,3,80.0,577,1,0,3,3,0,4,0,16,2,2,0,5,8,5,106,55,1,1,12,13,2,118,2,4,2,3,4,3,6,0,6,0,602,296,1,2,1,5,264,322,0,705,0,0,2,1,3,1,0,6,6,1,3,2,91,2,3,404,5,5,2,118,40,0,0,0,0,0,0,0,0,2,0,8,4
20,3,61.0,270,1,0,3,3,0,4,0,12,2,2,0,2,6,8,70,55,1,1,9,10,3,0,3,4,1,4,4,4,3,439,4,87,50,293,1,2,1,5,257,0,0,119,1,0,1,0,3,1,2,3,6,0,0,6,55,2,2,133,5,5,2,100,36,0,0,0,0,0,0,0,0,6,3,8,4
160,1,34.0,43,1,2,3,3,0,4,0,21,2,2,4,5,6,5,100,49,1,1,8,8,2,316,3,4,2,3,4,4,3,381,6,0,214,103,1,2,1,5,62,164,0,376,0,0,2,1,3,1,3,4,6,0,0,6,85,3,2,133,5,5,2,0,14,0,0,0,0,0,0,0,0,2,3,8,4
60,3,68.0,645,1,0,0,3,0,4,0,5,2,2,0,5,8,5,108,57,1,1,12,13,3,0,2,4,2,3,4,1,3,20,6,0,522,186,1,0,1,5,141,264,0,563,0,0,2,1,3,1,2,5,6,0,0,2,93,2,2,242,5,5,2,78,89,0,0,0,0,0,0,0,0,3,3,8,4
60,3,0.0,739,1,0,0,3,0,1,0,19,2,2,0,5,6,5,79,28,3,1,6,6,1,211,3,4,1,4,4,3,5,438,6,0,132,70,1,4,1,5,32,157,0,332,0,0,2,1,3,1,3,4,6,1,5,2,64,1,2,133,5,5,2,210,0,0,0,0,0,0,1,0,0,3,4,8,0
160,1,24.0,20,1,2,3,3,0,4,0,21,2,2,3,5,7,5,100,49,1,1,8,8,2,224,3,4,2,3,4,4,1,549,6,0,108,112,1,2,1,5,71,173,0,397,0,0,2,1,3,1,3,4,6,0,0,6,85,3,2,133,5,5,2,0,0,0,0,0,0,0,0,0,0,7,2,8,4
60,3,65.0,805,1,0,0,3,0,4,0,15,2,2,0,5,8,5,96,45,1,1,12,13,2,275,2,4,2,3,4,1,4,56,1,6,655,473,1,0,1,5,466,368,0,802,0,0,2,1,4,1,2,7,6,1,5,2,81,2,3,340,5,5,2,141,82,0,0,0,0,0,0,0,0,10,1,8,4
20,3,70.0,422,1,0,3,3,0,4,0,12,2,2,0,2,6,6,60,9,3,1,13,14,3,0,3,4,1,4,4,4,5,612,6,0,147,185,1,0,1,5,139,0,0,50,0,0,1,0,2,1,3,3,6,0,0,6,94,3,1,50,1,1,2,0,0,0,0,0,0,0,0,3,4,9,3,8,4
30,4,60.0,172,1,0,3,3,0,2,0,3,1,2,0,2,5,5,28,0,1,1,13,14,3,0,3,4,2,4,4,3,4,405,6,0,461,370,1,4,1,5,451,0,0,280,0,0,1,0,2,1,1,3,2,0,0,6,51,3,2,133,5,5,2,0,0,0,0,0,0,0,0,0,0,9,3,8,4
60,1,72.0,353,1,0,3,3,0,4,0,21,2,2,0,5,7,5,110,59,1,1,12,13,3,0,3,4,2,3,4,3,3,24,6,0,455,117,1,0,1,5,73,194,0,425,0,0,2,1,3,1,2,5,6,0,0,2,95,3,2,265,5,5,2,98,33,0,0,0,0,0,0,0,0,5,4,2,4
60,3,82.0,469,1,0,3,3,0,4,0,15,2,2,0,5,8,5,100,49,1,1,12,13,2,302,2,4,2,3,4,3,3,1163,6,0,31,434,1,0,1,5,431,334,0,773,1,0,2,1,3,1,2,6,6,1,3,2,85,2,3,391,5,5,2,0,108,0,0,37,0,0,0,0,0,6,3,8,4
120,3,30.0,488,1,0,0,3,0,1,0,24,2,2,4,2,8,5,96,46,3,1,3,3,3,0,2,2,2,3,2,1,4,437,3,136,0,557,1,0,1,5,545,0,0,393,1,0,1,1,2,1,0,4,6,1,3,2,81,1,2,167,5,5,2,0,20,0,0,49,0,0,0,0,0,3,0,8,4
20,3,75.0,937,1,0,0,3,0,4,0,21,2,2,0,2,9,5,109,58,1,1,12,13,4,184,2,4,2,3,4,4,6,0,6,0,727,559,1,0,1,5,553,0,0,401,0,0,2,0,2,1,0,4,6,1,3,2,94,1,2,248,5,5,2,0,140,0,0,0,0,0,0,0,0,7,2,6,5
60,3,80.0,600,1,0,3,3,0,4,0,14,2,2,0,5,7,5,89,38,1,1,6,6,2,18,3,4,1,3,4,4,3,394,6,0,374,261,1,4,1,5,224,167,0,534,0,0,2,1,3,1,3,5,6,1,5,2,74,3,2,178,5,5,2,144,54,59,0,0,0,0,3,3,6,2,4,8,4
50,3,75.0,828,1,0,0,3,0,4,0,11,2,2,0,0,6,7,43,35,1,1,12,13,3,0,3,4,1,3,4,3,1,660,6,0,200,264,1,0,1,5,226,186,0,555,1,0,2,0,4,1,3,5,4,0,0,2,75,3,1,117,5,5,2,158,0,59,0,0,0,0,0,3,14,6,2,8,4
20,3,70.0,422,1,0,3,3,0,4,0,5,2,2,0,2,7,5,105,55,3,1,12,13,3,0,2,4,2,3,4,4,3,24,6,0,767,673,1,0,1,5,687,0,0,591,0,0,2,0,3,1,2,6,6,1,3,2,90,1,2,170,5,5,2,59,22,0,0,0,0,0,0,0,0,9,0,8,4
60,3,47.0,1065,1,0,1,1,0,1,1,22,2,2,0,5,8,5,104,53,3,1,5,15,2,290,0,4,2,3,4,2,1,1416,6,0,132,621,1,0,1,5,643,411,0,851,1,0,3,1,4,1,0,10,4,1,3,4,89,1,3,383,5,5,2,258,25,0,0,48,0,0,0,0,0,5,4,8,4
85,3,0.0,207,1,0,0,3,0,1,0,19,2,2,0,6,5,5,83,32,3,1,13,14,3,0,3,4,1,3,4,1,3,685,6,0,91,180,1,4,1,5,135,0,0,47,1,0,1,0,2,1,3,3,6,0,0,6,69,3,2,240,5,5,2,59,0,0,0,0,0,0,0,0,0,3,3,8,4
20,3,67.0,388,1,0,3,3,0,4,0,7,2,2,0,2,4,5,52,1,1,1,13,14,3,0,3,4,1,2,1,4,4,836,6,0,0,166,1,4,1,2,398,0,0,232,0,0,1,0,2,1,3,4,6,0,0,6,37,3,2,98,5,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,4
80,3,94.0,255,1,0,3,3,0,4,0,7,2,2,0,7,6,5,77,26,1,1,9,10,3,0,3,4,1,4,4,1,1,422,2,21,309,295,1,4,1,5,324,0,0,171,1,0,1,0,3,1,3,4,6,1,5,6,62,3,2,300,5,5,2,78,0,0,0,0,0,0,3,0,0,2,4,8,0
20,3,70.0,560,1,0,3,3,0,4,0,12,1,2,0,2,5,5,59,8,1,1,13,14,3,1,3,4,1,4,4,4,5,456,6,0,291,209,1,0,1,1,172,0,0,69,0,0,1,0,2,1,3,3,6,0,0,2,44,2,1,34,5,5,2,0,0,0,0,0,0,0,0,0,0,6,1,0,4
20,3,110.0,923,1,0,3,3,0,0,0,16,2,2,0,2,8,5,107,56,3,1,12,13,2,231,2,4,2,3,4,1,6,0,6,0,772,684,1,2,1,5,709,0,0,656,0,0,2,0,3,1,2,7,6,1,3,2,92,1,3,411,5,5,2,199,33,0,0,0,0,0,0,0,0,6,1,6,5
120,4,32.0,84,1,0,3,3,0,2,0,11,2,2,4,2,6,5,99,48,3,1,12,13,2,209,3,4,2,1,4,4,3,866,6,0,208,404,1,0,1,5,387,0,0,223,1,0,2,0,2,1,3,3,6,0,0,2,84,1,2,110,5,5,2,0,176,0,0,0,0,0,0,0,0,5,3,8,4
20,3,86.0,693,1,0,0,3,0,4,0,5,2,2,0,2,7,5,106,56,1,1,12,13,2,157,2,4,2,3,4,1,3,20,6,0,741,607,1,0,1,5,605,0,0,468,0,0,2,0,3,1,2,5,6,0,0,2,91,2,3,397,5,5,2,78,47,0,0,0,0,0,0,0,0,6,0,6,5
